Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_genes,organism,go_library,input_genes,p_adj_global
GO_Biological_Process_2021,positive regulation of phosphorylation (GO:0042327),3/253,0.1334161174596361,0.2012944930092755,0,0,2.430927835051546,4.896574989147817,HSP90AA1;CCL5;PPIA,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.34169415812470155
GO_Biological_Process_2021,plasma membrane bounded cell projection organization (GO:0120036),2/128,0.1345359164474102,0.2025991299666707,0,0,3.202785876255264,6.424545308435403,SLC9A3R1;PLEK,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.34169415812470155
GO_Biological_Process_2021,regulation of actin polymerization or depolymerization (GO:0008064),1/29,0.13538019382269,0.2025991299666707,0,0,7.1688311688311686,14.335283778329618,PFN1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.34169415812470155
GO_Biological_Process_2021,regulation of calcium ion transmembrane transporter activity (GO:1901019),1/29,0.13538019382269,0.2025991299666707,0,0,7.1688311688311686,14.335283778329618,CALM1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.34169415812470155
GO_Biological_Process_2021,regulation of protein targeting to membrane (GO:0090313),1/29,0.13538019382269,0.2025991299666707,0,0,7.1688311688311686,14.335283778329618,FYN,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.34169415812470155
GO_Biological_Process_2021,establishment of endothelial barrier (GO:0061028),1/29,0.13538019382269,0.2025991299666707,0,0,7.1688311688311686,14.335283778329618,RAP1B,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.34169415812470155
GO_Biological_Process_2021,telomere maintenance via telomerase (GO:0007004),1/29,0.13538019382269,0.2025991299666707,0,0,7.1688311688311686,14.335283778329618,HSP90AA1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.34169415812470155
GO_Biological_Process_2021,transition metal ion homeostasis (GO:0055076),1/29,0.13538019382269,0.2025991299666707,0,0,7.1688311688311686,14.335283778329618,B2M,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.34169415812470155
GO_Molecular_Function_2021,C-C chemokine binding (GO:0019957),1/24,0.113407683581024,0.2052139036228054,0,0,8.729468599033817,19.002011610155247,CXCR4,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3430858573550507
GO_Cellular_Component_2021,endosome lumen (GO:0031904),1/26,0.1222622476286691,0.2052798231790001,0,0,8.030303030303031,16.876380218002918,B2M,0,100,human,GO_Cellular_Component_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3430858573550507
GO_Biological_Process_2021,regulation of primary metabolic process (GO:0080090),2/130,0.1379293598318549,0.2061748252411272,0,0,3.152423469387755,6.244993797842871,ID2;PSME1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3433799227728155
GO_Biological_Process_2021,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),5/547,0.1391749951172699,0.2064436855158144,0,0,1.8797824820353464,3.706974627924026,HSPA8;YWHAQ;ID2;RPS3;GZMB,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3433799227728155
GO_Biological_Process_2021,negative regulation of cytoskeleton organization (GO:0051494),1/30,0.1397095639188418,0.2064436855158144,0,0,6.921281783350749,13.622394510819325,PFN1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3433799227728155
GO_Biological_Process_2021,cell projection organization (GO:0030030),1/30,0.1397095639188418,0.2064436855158144,0,0,6.921281783350749,13.622394510819325,PLEK,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3433799227728155
GO_Biological_Process_2021,chondroitin sulfate metabolic process (GO:0030204),1/30,0.1397095639188418,0.2064436855158144,0,0,6.921281783350749,13.622394510819325,CHST12,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3433799227728155
GO_Biological_Process_2021,plasma membrane invagination (GO:0099024),1/30,0.1397095639188418,0.2064436855158144,0,0,6.921281783350749,13.622394510819325,BIN2,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3433799227728155
GO_Biological_Process_2021,positive regulation of B cell proliferation (GO:0030890),1/30,0.1397095639188418,0.2064436855158144,0,0,6.921281783350749,13.622394510819325,PTPRC,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3433799227728155
GO_Biological_Process_2021,regulation of striated muscle contraction (GO:0006942),1/30,0.1397095639188418,0.2064436855158144,0,0,6.921281783350749,13.622394510819325,CALM1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3433799227728155
GO_Biological_Process_2021,heterotypic cell-cell adhesion (GO:0034113),1/30,0.1397095639188418,0.2064436855158144,0,0,6.921281783350749,13.622394510819325,CD2,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3433799227728155
GO_Biological_Process_2021,positive regulation of phosphate metabolic process (GO:0045937),1/30,0.1397095639188418,0.2064436855158144,0,0,6.921281783350749,13.622394510819325,CCL5,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3433799227728155
GO_Biological_Process_2021,zinc ion homeostasis (GO:0055069),1/30,0.1397095639188418,0.2064436855158144,0,0,6.921281783350749,13.622394510819325,LCK,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3433799227728155
GO_Molecular_Function_2021,actin monomer binding (GO:0003785),1/25,0.1178459640404217,0.2073216034044456,0,0,8.365319865319865,17.88820673407011,PFN1,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Molecular_Function_2021,phospholipase C activity (GO:0004629),1/25,0.1178459640404217,0.2073216034044456,0,0,8.365319865319865,17.88820673407011,CCL5,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Molecular_Function_2021,wide pore channel activity (GO:0022829),1/25,0.1178459640404217,0.2073216034044456,0,0,8.365319865319865,17.88820673407011,PRF1,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,regulation of cell adhesion (GO:0030155),2/133,0.1430547538373086,0.2092145700863642,0,0,3.07976320299112,5.988685251990531,CCL5;CXCR4,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,'de novo' posttranslational protein folding (GO:0051084),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,HSPA8,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,activation of protein kinase B activity (GO:0032148),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,PPIA,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,proteoglycan biosynthetic process (GO:0030166),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,CHST12,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,negative regulation of DNA binding (GO:0043392),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,GZMA,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,regulation of cellular component size (GO:0032535),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,SLC9A3R1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,regulation of cellular senescence (GO:2000772),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,B2M,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,PTPRC,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,cellular response to cAMP (GO:0071320),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,RAP1B,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,negative regulation of response to biotic stimulus (GO:0002832),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,LYAR,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,negative regulation of response to DNA damage stimulus (GO:2001021),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,RPS3,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,organelle transport along microtubule (GO:0072384),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,UBB,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,positive regulation of leukocyte cell-cell adhesion (GO:1903039),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,LCK,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,positive regulation of mononuclear cell migration (GO:0071677),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,CCL5,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052),1/31,0.1440174715013112,0.2092145700863642,0,0,6.69023569023569,12.964476920040203,CTSC,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3441366976645045
GO_Biological_Process_2021,positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731),2/134,0.1447722616002044,0.2100744853366295,0,0,3.0562770562770565,5.906540809205433,PTPRC;CCL5,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3446099919738159
GO_Molecular_Function_2021,chemokine receptor activity (GO:0004950),1/26,0.1222622476286691,0.2111802459040649,0,0,8.030303030303031,16.876380218002918,CXCR4,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Molecular_Function_2021,"phosphatidylinositol-3,4-bisphosphate binding (GO:0043325)",1/26,0.1222622476286691,0.2111802459040649,0,0,8.030303030303031,16.876380218002918,PLEK,0,100,human,GO_Molecular_Function_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,cellular calcium ion homeostasis (GO:0006874),2/136,0.1482203237770773,0.2113946831987088,0,0,3.010356381358513,5.746937220227204,CCL5;ANXA6,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,ribonucleoprotein complex assembly (GO:0022618),2/136,0.1482203237770773,0.2113946831987088,0,0,3.010356381358513,5.746937220227204,HSP90AA1;RPL23A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,B cell proliferation (GO:0042100),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,PTPRC,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,regulation of cell migration involved in sprouting angiogenesis (GO:0090049),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,ANXA1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,regulation of cell morphogenesis (GO:0022604),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,CFL1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,regulation of cellular biosynthetic process (GO:0031326),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,CCL5,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,regulation of chemotaxis (GO:0050920),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,CXCR4,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,regulation of dendritic spine morphogenesis (GO:0061001),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,CFL1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,peptidyl-proline modification (GO:0018208),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,PPIA,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,SLC9A3R1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,ID2,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,response to amino acid (GO:0043200),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,TMBIM6,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,positive regulation of immune effector process (GO:0002699),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,PTPRC,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,positive regulation of interleukin-10 production (GO:0032733),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,TIGIT,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,liver development (GO:0001889),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,ANXA1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,positive regulation of receptor signaling pathway via STAT (GO:1904894),1/32,0.1483040219339779,0.2113946831987088,0,0,6.474095796676441,12.355752978101908,CCL5,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3447380015352028
GO_Biological_Process_2021,protein modification by small protein conjugation (GO:0032446),4/409,0.1487981335224997,0.2118648921015724,0,0,2.005658436213992,3.8211096533200015,UBB;UBC;HLA-A;RPS27A,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3450448109770792
GO_Biological_Process_2021,apoptotic cell clearance (GO:0043277),1/33,0.152569319997184,0.2160421765053429,0,0,6.271464646464646,11.79120788980768,ANXA1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3461549606594613
GO_Biological_Process_2021,neuron projection extension (GO:1990138),1/33,0.152569319997184,0.2160421765053429,0,0,6.271464646464646,11.79120788980768,HSP90AA1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3461549606594613
GO_Biological_Process_2021,signal transduction by p53 class mediator (GO:0072331),1/33,0.152569319997184,0.2160421765053429,0,0,6.271464646464646,11.79120788980768,DDX5,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3461549606594613
GO_Biological_Process_2021,positive regulation of organelle organization (GO:0010638),1/33,0.152569319997184,0.2160421765053429,0,0,6.271464646464646,11.79120788980768,ANXA1,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3461549606594613
GO_Biological_Process_2021,positive regulation of receptor signaling pathway via JAK-STAT (GO:0046427),1/33,0.152569319997184,0.2160421765053429,0,0,6.271464646464646,11.79120788980768,CCL5,0,100,human,GO_Biological_Process_2021,"CCL5,NKG7,B2M,CST7,GZMA,CTSW,IL32,HLA-C,GZMK,HLA-A,CD3D,CD8A,PTPRCAP,LYAR,GZMM,HCST,HLA-B,MALAT1,KLRG1,CD99",0.3461549606594613
